age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country
19,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,63,United-States
23,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States
24,Self-emp-inc,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States
26,Private,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States
45,State-gov,9,Divorced,Tech-support,Unmarried,White,Female,40,United-States
88,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
19,Private,7,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,15,South
24,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
84,"",3,Married-civ-spouse,"",Husband,White,Male,20,United-States
48,Private,6,Married-civ-spouse,Farming-fishing,Husband,Black,Male,40,United-States
46,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Vietnam
31,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
58,Private,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,40,United-States
35,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
36,Private,9,Never-married,Craft-repair,Own-child,Black,Male,40,United-States
36,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States
47,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
57,Private,5,Widowed,Other-service,Unmarried,Black,Male,52,""
30,Private,10,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,45,United-States
30,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
19,"",8,Married-civ-spouse,"",Other-relative,White,Female,40,United-States
30,Self-emp-inc,13,Never-married,Exec-managerial,Own-child,White,Male,43,United-States
23,Local-gov,10,Never-married,Protective-serv,Own-child,White,Male,40,United-States
41,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
52,Private,10,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States
27,Private,12,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
59,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
21,Private,9,Never-married,Sales,Own-child,White,Female,36,United-States
60,Private,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States
69,State-gov,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,34,United-States
24,Private,9,Never-married,Sales,Own-child,White,Male,40,United-States
19,Private,9,Never-married,Sales,Own-child,Black,Male,25,United-States
60,State-gov,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,Mexico
64,Private,10,Widowed,Tech-support,Not-in-family,White,Female,35,United-States
39,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
51,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
51,Private,6,Divorced,Craft-repair,Not-in-family,Black,Female,35,United-States
25,Private,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States
17,"",6,Never-married,"",Own-child,White,Female,4,United-States
37,Private,10,Divorced,Tech-support,Unmarried,White,Female,40,United-States
74,Self-emp-not-inc,9,Widowed,Farming-fishing,Not-in-family,White,Female,14,United-States
26,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States
23,Private,9,Never-married,Other-service,Not-in-family,Black,Male,30,United-States
57,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,36,United-States
20,Private,7,Never-married,Transport-moving,Own-child,White,Male,15,United-States
37,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
39,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States
40,Private,9,Widowed,Machine-op-inspct,Own-child,White,Female,30,United-States
50,State-gov,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
25,Private,1,Never-married,Farming-fishing,Not-in-family,White,Male,35,Mexico
44,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States
41,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
30,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,United-States
38,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States
54,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
40,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,Black,Female,52,United-States
37,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States
46,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
38,Private,9,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States
20,Private,10,Never-married,Exec-managerial,Own-child,White,Female,10,United-States
71,"",12,Married-civ-spouse,"",Husband,White,Male,3,United-States
35,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico
62,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
34,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,Cuba
56,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,90,United-States
30,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20,Taiwan
17,Private,7,Never-married,Adm-clerical,Own-child,White,Female,20,United-States
18,Self-emp-not-inc,7,Never-married,Other-service,Own-child,White,Female,4,United-States
35,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
21,Private,9,Never-married,Machine-op-inspct,Own-child,Black,Male,1,United-States
46,Self-emp-not-inc,9,Divorced,Craft-repair,Own-child,White,Male,50,United-States
33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States
27,Private,10,Never-married,Sales,Not-in-family,White,Female,40,United-States
36,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
42,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States
25,Private,13,Separated,Exec-managerial,Not-in-family,White,Male,40,United-States
47,Federal-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
44,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States
51,Federal-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
53,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,United-States
47,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
20,Private,7,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States
32,Private,10,Separated,Machine-op-inspct,Unmarried,Black,Female,70,United-States
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
58,"",3,Married-civ-spouse,"",Husband,White,Male,40,United-States
52,Private,9,Divorced,Sales,Not-in-family,White,Female,40,United-States
35,Private,14,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
33,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States
56,State-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,38,""
21,Private,10,Never-married,Other-service,Own-child,White,Female,20,United-States
56,"",10,Never-married,"",Not-in-family,Black,Female,40,United-States
56,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States
45,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
20,Private,10,Never-married,Exec-managerial,Own-child,White,Female,20,United-States
62,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
24,Private,13,Never-married,Sales,Not-in-family,White,Female,30,United-States
52,Federal-gov,13,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States
23,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
36,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
40,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Nicaragua
41,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States
59,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
27,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,37,United-States
19,"",10,Never-married,"",Own-child,White,Male,23,United-States
41,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
27,Private,13,Never-married,Handlers-cleaners,Unmarried,White,Male,35,United-States
50,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States
29,Private,3,Never-married,Other-service,Own-child,White,Female,40,El-Salvador
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
30,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,60,United-States
48,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States
39,Local-gov,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States
40,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
27,Local-gov,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico
59,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
31,"",9,Divorced,"",Unmarried,Black,Female,20,United-States
34,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States
47,Self-emp-inc,15,Never-married,Other-service,Not-in-family,White,Male,60,United-States
64,Self-emp-inc,2,Married-civ-spouse,Sales,Husband,White,Male,20,United-States
29,Private,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico
38,Local-gov,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States
42,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
49,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
53,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
35,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States
70,"",13,Married-civ-spouse,"",Husband,Asian-Pac-Islander,Male,40,China
38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
36,Private,13,Divorced,Sales,Other-relative,Asian-Pac-Islander,Female,40,South
34,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,55,India
24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,10,Hungary
23,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,35,United-States
47,Private,10,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States
59,Private,4,Never-married,Farming-fishing,Unmarried,White,Male,40,United-States
33,Federal-gov,12,Divorced,Exec-managerial,Unmarried,White,Male,50,United-States
63,Self-emp-not-inc,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35,United-States
18,Local-gov,9,Never-married,Other-service,Own-child,White,Male,60,United-States
32,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,""
19,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States
27,Local-gov,9,Never-married,Prof-specialty,Own-child,White,Male,40,United-States
40,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,48,United-States
38,Self-emp-not-inc,12,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
20,Private,9,Never-married,Farming-fishing,Own-child,White,Male,47,United-States
35,Self-emp-not-inc,9,Separated,Transport-moving,Not-in-family,White,Male,70,United-States
22,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
34,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
23,Private,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States
26,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States
53,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
39,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
25,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico
18,Private,7,Never-married,Sales,Own-child,White,Male,20,United-States
65,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States
49,Self-emp-not-inc,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States
64,Private,6,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States
68,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
56,Self-emp-not-inc,10,Divorced,Other-service,Not-in-family,White,Female,40,United-States
68,Federal-gov,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States
50,Federal-gov,9,Never-married,Adm-clerical,Unmarried,Black,Female,12,United-States
45,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,28,United-States
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
39,Private,10,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States
37,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States
45,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States
20,"",10,Never-married,"",Own-child,White,Female,10,United-States
36,Private,12,Never-married,Tech-support,Unmarried,White,Female,45,United-States
26,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
36,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States
47,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,60,United-States
34,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States
53,Private,10,Widowed,Sales,Unmarried,White,Female,30,United-States
32,Private,13,Divorced,Machine-op-inspct,Not-in-family,White,Female,42,United-States
44,Self-emp-not-inc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
25,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Mexico
35,Private,3,Never-married,Farming-fishing,Unmarried,White,Male,36,United-States
34,Private,12,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
42,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
47,Private,9,Divorced,Other-service,Not-in-family,White,Female,4,United-States
23,Private,9,Never-married,Craft-repair,Own-child,White,Male,37,Mexico
